"","Country","MYEAR","DATE","Latitude","Longitude","Species","NOINP","MATRX","Value.mgperkg","PARAM","BASIS","QFLAG","DETLI.mgperkg","LMQNT","UNCRT"
"18201","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.014,"Hg","W","",0.0025,NA,NA
"18202","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.012,"Hg","W","",0.0025,NA,NA
"18203","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.015,"Hg","W","",0.0025,NA,NA
"18204","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.014,"Hg","W","",0.0025,NA,NA
"18205","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.013,"Hg","W","",0.0025,NA,NA
"18206","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.014,"Hg","W","",0.0025,NA,NA
"18207","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.016,"Hg","W","",0.0025,NA,NA
"18208","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.013,"Hg","W","",0.0025,NA,NA
"18209","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.014,"Hg","W","",0.0025,NA,NA
"18210","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.012,"Hg","W","",0.0025,NA,NA
"18211","Sweden",2003,"01/11/2003",58.633,11.2615,"Mytilus edulis",1,"SB",0.021,"Hg","W","",0.0025,NA,NA
"18212","Norway",2009,"08/09/2009",60.2205,6.602,"Mytilus edulis",100,"SB",0.494,"Cd","W","",1,NA,NA
"18213","Norway",2009,"08/09/2009",60.2205,6.602,"Mytilus edulis",50,"SB",0.734,"Cd","W","",1,NA,NA
"18214","Norway",2009,"08/09/2009",60.2205,6.602,"Mytilus edulis",50,"SB",0.954,"Cd","W","",1,NA,NA
"18215","Norway",2009,"09/09/2009",60.42083333,6.40533333,"Mytilus edulis",100,"SB",0.27,"Cd","W","",1,NA,NA
"18216","Norway",2009,"09/09/2009",60.42083333,6.40533333,"Mytilus edulis",50,"SB",0.428,"Cd","W","",1,NA,NA
"18217","Norway",2009,"10/09/2009",59.984,5.7545,"Mytilus edulis",100,"SB",0.188,"Cd","W","",1,NA,NA
"18218","Norway",2009,"08/09/2009",60.38716667,6.689,"Mytilus edulis",100,"SB",0.239,"Cd","W","",1,NA,NA
"18219","Norway",2009,"08/09/2009",60.38716667,6.689,"Mytilus edulis",50,"SB",0.33,"Cd","W","",1,NA,NA
"18220","Norway",2009,"08/09/2009",60.38716667,6.689,"Mytilus edulis",50,"SB",0.421,"Cd","W","",1,NA,NA
"18221","Norway",2009,"10/09/2009",60.24233333,6.15266667,"Mytilus edulis",100,"SB",0.201,"Cd","W","",1,NA,NA
"18222","Norway",2009,"10/09/2009",60.24233333,6.15266667,"Mytilus edulis",50,"SB",0.286,"Cd","W","",1,NA,NA
"18223","Norway",2009,"10/09/2009",60.24233333,6.15266667,"Mytilus edulis",50,"SB",0.477,"Cd","W","",1,NA,NA
"18224","Norway",2009,"05/10/2009",59.02333333,9.75366667,"Mytilus edulis",73,"SB",0.188,"Cd","W","",1,NA,NA
"18225","Norway",2009,"05/10/2009",59.02333333,9.75366667,"Mytilus edulis",50,"SB",0.194,"Cd","W","",1,NA,NA
"18226","Norway",2009,"09/09/2009",60.42083333,6.40533333,"Mytilus edulis",50,"SB",0.326,"Cd","W","",1,NA,NA
"18227","Norway",2009,"15/09/2009",59.0885,11.22616667,"Mytilus edulis",100,"SB",0.131,"Cd","W","",1,NA,NA
"18228","Norway",2009,"10/09/2009",59.984,5.7545,"Mytilus edulis",50,"SB",0.197,"Cd","W","",1,NA,NA
"18229","Norway",2009,"10/09/2009",59.984,5.7545,"Mytilus edulis",50,"SB",0.192,"Cd","W","",1,NA,NA
"18230","Norway",2009,"16/09/2009",59.115,10.98333333,"Mytilus edulis",100,"SB",0.322,"Cd","W","",1,NA,NA
"18231","Norway",2009,"16/09/2009",59.115,10.98333333,"Mytilus edulis",50,"SB",0.42,"Cd","W","",1,NA,NA
"18232","Norway",2009,"16/09/2009",59.115,10.98333333,"Mytilus edulis",14,"SB",0.47,"Cd","W","",1,NA,NA
