"","Country","MYEAR","DATE","Latitude","Longitude","Species","NOINP","MATRX","Value.mgperkg","PARAM","BASIS","QFLAG","DETLI.mgperkg","LMQNT","UNCRT"
"8680","Norway",2004,"04/10/2004",59.90533333,10.73633333,"Mytilus edulis",20,"SB",0.28,"Pb","W","",0.04,NA,NA
"8681","Norway",2004,"27/10/2004",59.85133333,10.589,"Mytilus edulis",20,"SB",0.2,"Pb","W","",0.04,NA,NA
"8682","Norway",2004,"25/08/2004",68.005,15.09333333,"Mytilus edulis",100,"SB",0.18,"Pb","W","",0.04,NA,NA
"8683","Norway",2004,"25/08/2004",68.005,15.09333333,"Mytilus edulis",50,"SB",0.13,"Pb","W","",0.04,NA,NA
"8684","Norway",2004,"25/08/2004",68.005,15.09333333,"Mytilus edulis",50,"SB",0.14,"Pb","W","",0.04,NA,NA
"8685","Norway",2004,"25/08/2004",66.70733333,13.25783333,"Mytilus edulis",50,"SB",0.09,"Pb","W","",0.04,NA,NA
"8686","Norway",2004,"06/10/2004",65.6445,12.0045,"Mytilus edulis",50,"SB",0.05,"Pb","W","",0.04,NA,NA
"8687","Norway",2004,"06/10/2004",65.6445,12.0045,"Mytilus edulis",50,"SB",0.07,"Pb","W","",0.04,NA,NA
"8688","Norway",2004,"25/08/2004",66.70733333,13.25783333,"Mytilus edulis",100,"SB",0.11,"Pb","W","",0.04,NA,NA
"8689","Norway",2004,"06/10/2004",65.6445,12.0045,"Mytilus edulis",100,"SB",0.05,"Pb","W","",0.04,NA,NA
"8690","Norway",2004,"10/10/2004",60.24233333,6.15266667,"Mytilus edulis",50,"SB",0.56,"Pb","W","",0.04,NA,NA
"8691","Norway",2004,"10/10/2004",60.42083333,6.40533333,"Mytilus edulis",50,"SB",0.81,"Pb","W","",0.04,NA,NA
"8692","Norway",2004,"10/10/2004",60.24233333,6.15266667,"Mytilus edulis",100,"SB",0.37,"Pb","W","",0.04,NA,NA
"8693","Norway",2004,"10/10/2004",60.24233333,6.15266667,"Mytilus edulis",60,"SB",0.49,"Pb","W","",0.04,NA,NA
"8694","Norway",2008,"30/10/2008",66.316,14.12283333,"Mytilus edulis",20,"SB",1.14,"Pb","W","",NA,NA,NA
"8695","Norway",2008,"30/10/2008",66.316,14.12283333,"Mytilus edulis",20,"SB",1.12,"Pb","W","",NA,NA,NA
"8696","United Kingdom",2009,"12/05/2009",51.7715,0.9346,"Mytilus edulis",35,"SB",8.02,"Pb","W","",NA,NA,1411.704
"8697","United Kingdom",2009,"12/05/2009",51.7715,0.9346,"Mytilus edulis",35,"SB",6.38,"Pb","W","",NA,NA,1123.128
"8698","Norway",2008,"30/10/2008",66.316,14.12283333,"Mytilus edulis",20,"SB",1.23,"Pb","W","",NA,NA,NA
"8699","Norway",2008,"30/10/2008",66.31166667,14.12533333,"Mytilus edulis",18,"SB",2.9,"Pb","W","",NA,NA,NA
"8700","Norway",2008,"30/10/2008",66.31166667,14.12533333,"Mytilus edulis",18,"SB",3.25,"Pb","W","",NA,NA,NA
"8701","Norway",2008,"30/10/2008",66.31166667,14.12533333,"Mytilus edulis",18,"SB",2.99,"Pb","W","",NA,NA,NA
"8702","Norway",2008,"30/10/2008",66.31166667,14.12533333,"Mytilus edulis",15,"SB",2.89,"Pb","W","",NA,NA,NA
"8703","Norway",2008,"30/10/2008",66.28016667,14.049,"Mytilus edulis",20,"SB",0.29,"Pb","W","",NA,NA,NA
"8704","Norway",2004,"10/10/2004",60.42083333,6.40533333,"Mytilus edulis",100,"SB",0.43,"Pb","W","",0.04,NA,NA
"8705","Norway",2004,"10/10/2004",60.42083333,6.40533333,"Mytilus edulis",50,"SB",0.58,"Pb","W","",0.04,NA,NA
"8706","Norway",2004,"13/09/2004",59.08,10.98633333,"Mytilus edulis",20,"SB",0.28,"Pb","W","",0.04,NA,NA
"8707","Norway",2004,"13/09/2004",59.08,10.98633333,"Mytilus edulis",20,"SB",0.27,"Pb","W","",0.04,NA,NA
"8708","Norway",2008,"22/09/2008",68.24783333,14.66683333,"Mytilus edulis",100,"SB",0.14,"Pb","W","",NA,NA,NA
"8709","Norway",2008,"22/09/2008",68.24783333,14.66683333,"Mytilus edulis",50,"SB",0.12,"Pb","W","",NA,NA,NA
"8710","Norway",2008,"22/09/2008",68.24783333,14.66683333,"Mytilus edulis",50,"SB",0.12,"Pb","W","",NA,NA,NA
"8711","Norway",2008,"30/10/2008",66.31166667,14.12533333,"Mytilus edulis",18,"SB",0.354,"Cd","W","",NA,NA,NA
"8712","Norway",2008,"09/12/2008",58.955,9.86833333,"Mytilus edulis",100,"SB",0.131,"Cd","W","",NA,NA,NA
"8713","Norway",2008,"09/12/2008",58.955,9.86833333,"Mytilus edulis",50,"SB",0.126,"Cd","W","",NA,NA,NA
"8714","Norway",2008,"09/12/2008",58.955,9.86833333,"Mytilus edulis",21,"SB",0.124,"Cd","W","",NA,NA,NA
"8715","Norway",2008,"19/11/2008",58.73083333,9.272,"Mytilus edulis",100,"SB",0.139,"Cd","W","",NA,NA,NA
"8716","Norway",2008,"19/11/2008",58.73083333,9.272,"Mytilus edulis",100,"SB",0.142,"Cd","W","",NA,NA,NA
"8717","Norway",2008,"19/11/2008",58.73083333,9.272,"Mytilus edulis",50,"SB",0.162,"Cd","W","",NA,NA,NA
"8718","Norway",2008,"19/11/2008",58.73083333,9.272,"Mytilus edulis",15,"SB",0.204,"Cd","W","",NA,NA,NA
"8719","Norway",2008,"19/11/2008",58.73083333,9.272,"Mytilus edulis",15,"SB",0.202,"Cd","W","",NA,NA,NA
"8720","Norway",2008,"12/09/2008",59.10183333,11.04483333,"Mytilus edulis",20,"SB",0.219,"Cd","W","",NA,NA,NA
"8721","Norway",2008,"07/09/2008",59.64333333,6.35733333,"Mytilus edulis",20,"SB",0.236,"Cd","W","",NA,NA,NA
"8722","Norway",2008,"07/09/2008",59.64333333,6.35733333,"Mytilus edulis",20,"SB",0.212,"Cd","W","",NA,NA,NA
