"X","Country","MYEAR","DATE","Latitude","Longitude","Species","NOINP","MATRX","Value.mgperkg","PARAM","BASIS","QFLAG","DETLI.mgperkg","LMQNT","UNCRT","n_bycountry"
12820,"Ireland",2016,2016-11-21,51.8804,-8.1988,"Mytilus edulis",75,"SB",0.08,"Cd","W","",0.001,2,8,986
12821,"Ireland",2016,2016-11-06,52.2406,-6.9748,"Mytilus edulis",75,"SB",0.04,"Cd","W","",0.001,2,4,986
12822,"Ireland",2016,2016-11-06,52.1522,-6.9488,"Mytilus edulis",75,"SB",0.12,"Cd","W","",0.001,2,11,986
12823,"Ireland",2016,2016-11-15,53.5094,-6.1392,"Mytilus edulis",75,"SB",0.11,"Cd","W","",0.001,2,10,986
12824,"Ireland",2016,2016-11-15,53.4595,-6.1555,"Mytilus edulis",75,"SB",0.17,"Cd","W","",0.001,2,16,986
12825,"Ireland",2016,2016-11-02,52.1301,-9.8909,"Mytilus edulis",75,"SB",0.05,"Cd","W","",0.001,2,5,986
12826,"Ireland",2016,2016-11-07,53.5987,-9.765,"Mytilus edulis",50,"SB",0.054,"Cd","W","",0.001,2,5,986
12827,"Ireland",2016,2016-11-22,54.0733,-6.2352,"Mytilus edulis",50,"SB",0.089,"Cd","W","",0.001,2,8,986
12828,"Ireland",2016,2016-11-15,54.6232,-8.3919,"Mytilus edulis",50,"SB",0.094,"Cd","W","",0.001,2,9,986
12829,"Ireland",2016,2016-11-04,51.5116,-9.5046,"Mytilus edulis",75,"SB",0.13,"Cd","W","",0.001,2,12,986
12830,"Ireland",2016,2016-11-22,51.701,-8.5119,"Mytilus edulis",75,"SB",0.14,"Cd","W","",0.001,2,13,986
12831,"Ireland",2016,2016-11-15,54.3064,-8.5752,"Mytilus edulis",75,"SB",0.33,"Cd","W","",0.001,2,31,986
12832,"Ireland",2016,2016-11-10,52.337,-6.4487,"Mytilus edulis",75,"SB",0.06,"Cd","W","",0.001,2,6,986
12833,"Ireland",2016,2016-11-15,54.2523,-9.8923,"Mytilus edulis",75,"SB",0.11,"Cd","W","",0.001,2,10,986
12953,"Ireland",2013,2013-11-04,51.8775,-8.3395,"Mytilus edulis",73,"SB",0.04,"Cd","W","",0.001,2,4,986
12954,"Ireland",2013,2013-09-25,52.2687,-6.9893,"Mytilus edulis",100,"SB",0.16,"Cd","W","",0.001,2,15,986
12955,"Ireland",2013,2013-11-04,53.5977,-9.7737,"Mytilus edulis",50,"SB",0.06,"Cd","W","",0.001,2,6,986
12956,"Ireland",2013,2013-11-18,51.69,-9.4697,"Mytilus edulis",50,"SB",0.06,"Cd","W","",0.001,2,6,986
12957,"Ireland",2013,2013-12-02,51.6333,-9.6875,"Mytilus edulis",50,"SB",0.08,"Cd","W","",0.001,2,8,986
12958,"Ireland",2013,2013-11-27,52.135,-9.8568,"Mytilus edulis",47,"SB",0.1,"Cd","W","",0.001,2,10,986
12959,"Ireland",2013,2013-10-17,53.3863,-6.1217,"Mytilus edulis",64,"SB",0.11,"Cd","W","",0.001,2,10,986
12960,"Ireland",2013,2013-10-17,53.3863,-6.1217,"Mytilus edulis",64,"SB",0.1,"Cd","W","",0.001,2,10,986
12961,"Ireland",2013,2013-11-01,55.0437,-7.4777,"Mytilus edulis",100,"SB",0.07,"Cd","W","",0.001,2,7,986
12962,"Ireland",2013,2013-03-25,52.242,-6.9582,"Mytilus edulis",55,"SB",0.14,"Cd","W","",0.001,2,13,986
12963,"Ireland",2013,2013-03-25,52.242,-6.9582,"Mytilus edulis",55,"SB",0.15,"Cd","W","",0.001,2,14,986
12964,"Ireland",2013,2013-10-17,53.3863,-6.1217,"Mytilus edulis",64,"SB",0.12,"Cd","W","",0.001,2,11,986
12965,"Ireland",2013,2013-11-01,53.1693,-8.9612,"Mytilus edulis",75,"SB",0.09,"Cd","W","",0.001,2,9,986
12966,"Ireland",2013,2013-03-25,52.242,-6.9582,"Mytilus edulis",55,"SB",0.14,"Cd","W","",0.001,2,13,986
12967,"Ireland",2013,2013-11-19,52.2642,-9.7528,"Mytilus edulis",75,"SB",0.16,"Cd","W","",0.001,2,15,986
12968,"Ireland",2013,2013-11-21,51.5102,-9.5097,"Mytilus edulis",75,"SB",0.07,"Cd","W","",0.001,2,7,986
12969,"Ireland",2013,2013-11-03,51.8918,-8.187,"Mytilus edulis",75,"SB",0.09,"Cd","W","",0.001,2,9,986
12970,"Ireland",2013,2013-11-06,54.2857,-9.8068,"Mytilus edulis",60,"SB",0.09,"Cd","W","",0.001,2,9,986
12971,"Ireland",2013,2013-11-06,54.3033,-8.5695,"Mytilus edulis",75,"SB",0.08,"Cd","W","",0.001,2,8,986
12972,"Ireland",2013,2013-11-06,53.8033,-9.5807,"Mytilus edulis",75,"SB",0.07,"Cd","W","",0.001,2,7,986
12973,"Ireland",2013,2013-11-06,52.1253,-9.9247,"Mytilus edulis",75,"SB",0.1,"Cd","W","",0.001,2,10,986
12974,"Ireland",2013,2013-11-15,53.4595,-6.1555,"Mytilus edulis",75,"SB",0.11,"Cd","W","",0.001,2,10,986
12975,"Ireland",2013,2013-11-13,53.3448,-6.1747,"Mytilus edulis",75,"SB",0.07,"Cd","W","",0.001,2,7,986
12976,"Ireland",2013,2013-11-13,53.3058,-6.1703,"Mytilus edulis",75,"SB",0.12,"Cd","W","",0.001,2,11,986
12977,"Ireland",2013,2013-11-01,53.2547,-9.046,"Mytilus edulis",75,"SB",0.07,"Cd","W","",0.001,2,7,986
12978,"Ireland",2013,2013-11-11,51.609,-9.5517,"Mytilus edulis",50,"SB",0.06,"Cd","W","",0.001,2,6,986
12979,"Ireland",2013,2013-11-05,51.7718,-9.812,"Mytilus edulis",50,"SB",0.08,"Cd","W","",0.001,2,8,986
12980,"Ireland",2013,2013-11-04,51.8807,-8.1925,"Mytilus edulis",75,"SB",0.06,"Cd","W","",0.001,2,6,986
12981,"Ireland",2013,2013-10-17,53.5125,-6.1295,"Mytilus edulis",100,"SB",0.11,"Cd","W","",0.001,2,10,986
12982,"Ireland",2013,2013-09-24,52.237,-6.8028,"Mytilus edulis",100,"SB",0.08,"Cd","W","",0.001,2,8,986
12983,"Ireland",2013,2013-11-19,51.7248,-9.5427,"Mytilus edulis",50,"SB",0.06,"Cd","W","",0.001,2,6,986
12984,"Ireland",2013,2013-11-05,51.523,-9.437,"Mytilus edulis",50,"SB",0.04,"Cd","W","",0.001,2,4,986
12985,"Ireland",2013,2013-11-06,52.2758,-9.8245,"Mytilus edulis",100,"SB",0.27,"Cd","W","",0.001,2,26,986
12986,"Ireland",2013,2013-11-27,52.3333,-6.4282,"Mytilus edulis",34,"SB",0.06,"Cd","W","",0.001,2,6,986
12987,"Ireland",2013,2013-11-18,53.2547,-9.729,"Mytilus edulis",50,"SB",0.06,"Cd","W","",0.001,2,6,986
12988,"Ireland",2013,2013-11-06,51.8833,-8.2418,"Mytilus edulis",50,"SB",0.1,"Cd","W","",0.001,2,10,986
12989,"Ireland",2013,2013-11-04,51.6555,-9.838,"Mytilus edulis",50,"SB",0.07,"Cd","W","",0.001,2,7,986
12990,"Ireland",2013,2013-11-28,53.472,-10.0362,"Mytilus edulis",50,"SB",0.06,"Cd","W","",0.001,2,6,986
12991,"Ireland",2013,2013-11-26,53.8778,-9.5965,"Mytilus edulis",50,"SB",0.06,"Cd","W","",0.001,2,6,986
12992,"Ireland",2013,2013-10-02,52.6247,-9.0455,"Mytilus edulis",82,"SB",0.15,"Cd","W","",0.001,2,14,986
12993,"Ireland",2013,2013-10-02,52.6247,-9.0455,"Mytilus edulis",107,"SB",0.13,"Cd","W","",0.001,2,12,986
12994,"Ireland",2013,2013-10-02,52.6247,-9.0455,"Mytilus edulis",107,"SB",0.15,"Cd","W","",0.001,2,14,986
12995,"Ireland",2013,2013-11-06,54.253,-8.5963,"Mytilus edulis",75,"SB",0.09,"Cd","W","",0.001,2,9,986
12996,"Ireland",2013,2013-10-08,51.8313,-8.3083,"Mytilus edulis",70,"SB",0.11,"Cd","W","",0.001,2,10,986
12997,"Ireland",2013,2013-10-08,51.8313,-8.3083,"Mytilus edulis",70,"SB",0.09,"Cd","W","",0.001,2,9,986
12998,"Ireland",2013,2013-10-08,51.8313,-8.3083,"Mytilus edulis",70,"SB",0.07,"Cd","W","",0.001,2,7,986
12999,"Ireland",2013,2013-11-01,53.2543,-9.737,"Mytilus edulis",65,"SB",0.09,"Cd","W","",0.001,2,9,986
13000,"Ireland",2013,2013-11-22,51.8212,-9.8203,"Mytilus edulis",75,"SB",0.09,"Cd","W","",0.001,2,9,986
13001,"Ireland",2013,2013-11-13,53.509,-6.1385,"Mytilus edulis",75,"SB",0.13,"Cd","W","",0.001,2,12,986
13002,"Ireland",2013,2013-11-13,55.1535,-7.6835,"Mytilus edulis",75,"SB",0.07,"Cd","W","",0.001,2,7,986
13003,"Ireland",2013,2013-11-22,52.1548,-6.9925,"Mytilus edulis",75,"SB",0.07,"Cd","W","",0.001,2,7,986
13004,"Ireland",2013,2013-11-15,54.8422,-8.3863,"Mytilus edulis",40,"SB",0.12,"Cd","W","",0.001,2,11,986
13005,"Ireland",2013,2013-11-10,52.337,-6.4487,"Mytilus edulis",69,"SB",0.07,"Cd","W","",0.001,2,7,986
13006,"Ireland",2013,2013-11-04,51.8318,-8.2597,"Mytilus edulis",75,"SB",0.06,"Cd","W","",0.001,2,6,986
13007,"Ireland",2013,2013-11-06,52.1255,-9.8905,"Mytilus edulis",64,"SB",0.11,"Cd","W","",0.001,2,10,986
13008,"Ireland",2013,2013-11-02,54.304,-8.5633,"Mytilus edulis",87,"SB",0.13,"Cd","W","",0.001,2,12,986
13009,"Ireland",2013,2013-11-19,55.1518,-7.6833,"Mytilus edulis",50,"SB",0.04,"Cd","W","",0.001,2,4,986
13010,"Ireland",2013,2013-11-06,51.6877,-9.724,"Mytilus edulis",50,"SB",0.06,"Cd","W","",0.001,2,6,986
13011,"Ireland",2013,2013-11-02,54.2297,-8.5635,"Mytilus edulis",75,"SB",0.08,"Cd","W","",0.001,2,8,986
13012,"Ireland",2013,2013-11-14,55.0947,-7.5287,"Mytilus edulis",75,"SB",0.11,"Cd","W","",0.001,2,10,986
13013,"Ireland",2013,2013-11-03,51.7022,-8.5122,"Mytilus edulis",75,"SB",0.05,"Cd","W","",0.001,2,5,986
13014,"Ireland",2013,2013-11-04,52.6247,-9.1233,"Mytilus edulis",75,"SB",0.19,"Cd","W","",0.001,2,18,986
13015,"Ireland",2013,2013-11-14,53.7307,-6.2603,"Mytilus edulis",75,"SB",0.06,"Cd","W","",0.001,2,6,986
13016,"Ireland",2013,2013-11-09,52.2687,-6.9888,"Mytilus edulis",75,"SB",0.15,"Cd","W","",0.001,2,14,986
13017,"Ireland",2013,2013-11-09,52.2727,-7.0047,"Mytilus edulis",75,"SB",0.17,"Cd","W","",0.001,2,16,986
13018,"Ireland",2013,2013-11-14,54.0108,-6.3463,"Mytilus edulis",75,"SB",0.07,"Cd","W","",0.001,2,7,986
13093,"Denmark",2016,2016-10-05,55.245,11.195,"Mytilus edulis",26,"SB",0.208,"Cd","W","",0.002,3100,29,820
13094,"Denmark",2016,2016-10-05,55.245,11.195,"Mytilus edulis",60,"SB",0.191,"Cd","W","",0.002,3100,27,820
13095,"Denmark",2016,2016-11-24,55.91333,12.535,"Mytilus edulis",36,"SB",0.254,"Cd","W","",0.002,3100,36,820
13096,"Denmark",2016,2016-11-24,55.91333,12.535,"Mytilus edulis",10,"SB",0.257,"Cd","W","",0.002,3100,36,820
13097,"Denmark",2016,2016-10-30,54.97917,14.74617,"Mytilus edulis",90,"SB",0.216,"Cd","W","",0.002,3100,30,820
13098,"Denmark",2016,2016-10-30,54.97917,14.74617,"Mytilus edulis",10,"SB",0.203,"Cd","W","",0.002,3100,28,820
13099,"Denmark",2016,2016-11-24,55.91333,12.535,"Mytilus edulis",37,"SB",0.248,"Cd","W","",0.002,3100,35,820
13100,"Denmark",2018,2018-11-05,55.872,12.61517,"Mytilus edulis",55,"SB",0.166,"Cd","W","",0.002,3100,23,820
13101,"Denmark",2018,2018-10-10,55.09017,8.5745,"Mytilus edulis",25,"SB",0.356,"Cd","W","",0.003,3100,50,820
13102,"Denmark",2018,2018-10-30,55.72117,11.82183,"Mytilus edulis",60,"SB",0.106,"Cd","W","",0.002,3100,15,820
13103,"Denmark",2018,2018-11-07,54.63088,12.1186,"Mytilus edulis",97,"SB",0.231,"Cd","W","",0.002,3100,32,820
13104,"Denmark",2018,2018-10-29,56.98602,10.22758,"Mytilus edulis",54,"SB",0.097,"Cd","W","",0.003,3100,14,820
13105,"Denmark",2018,2018-10-29,56.98602,10.22758,"Mytilus edulis",60,"SB",0.098,"Cd","W","",0.003,3100,14,820
13106,"Denmark",2018,2018-10-08,55.6045,9.05683,"Mytilus edulis",50,"SB",0.146,"Cd","W","",0.004,3100,21,820
13107,"Denmark",2018,2018-10-30,55.925,12.02333,"Mytilus edulis",62,"SB",0.123,"Cd","W","",0.002,3100,17,820
13108,"Denmark",2018,2018-10-02,56.44717,10.95967,"Mytilus edulis",12,"SB",0.156,"Cd","W","",0.003,3100,22,820
13109,"Denmark",2018,2018-10-30,55.9017,12.032,"Mytilus edulis",50,"SB",0.069,"Cd","W","",0.002,3100,10,820
13110,"Denmark",2018,2018-10-29,56.95233,9.0575,"Mytilus edulis",17,"SB",0.253,"Cd","W","",0.003,3100,35,820
13111,"Denmark",2018,2018-11-06,55.28585,12.51417,"Mytilus edulis",70,"SB",0.232,"Cd","W","",0.002,3100,33,820
13112,"Denmark",2018,2018-11-06,55.56883,12.42633,"Mytilus edulis",60,"SB",0.227,"Cd","W","",0.002,3100,32,820
13113,"Denmark",2018,2018-10-29,57.47783,9.79667,"Mytilus edulis",60,"SB",0.113,"Cd","W","",0.004,3100,16,820
13114,"Denmark",2018,2018-10-09,56.90607,10.27073,"Mytilus edulis",62,"SB",0.207,"Cd","W","",0.002,3100,29,820
13115,"Denmark",2018,2018-09-18,56.52983,10.51227,"Mytilus edulis",50,"SB",0.272,"Cd","W","",0.003,3100,38,820
13116,"Denmark",2018,2018-11-06,57.029,9.51,"Mytilus edulis",30,"SB",0.074,"Cd","W","",0.003,3100,11,820
13117,"Denmark",2018,2018-10-09,56.90607,10.27073,"Mytilus edulis",25,"SB",0.207,"Cd","W","",0.002,3100,29,820
13118,"Denmark",2018,2018-09-11,56.1441,10.2389,"Mytilus edulis",40,"SB",0.203,"Cd","W","",0.003,3100,29,820
13119,"Denmark",2018,2018-09-11,55.84433,9.8895,"Mytilus edulis",45,"SB",0.062,"Cd","W","",0.003,3100,9,820
13120,"Denmark",2018,2018-10-30,54.83367,9.437,"Mytilus edulis",25,"SB",0.09,"Cd","W","",0.003,3100,13,820
13121,"Denmark",2018,2018-10-30,55.49883,9.62017,"Mytilus edulis",30,"SB",0.093,"Cd","W","",0.004,3100,13,820
13122,"Denmark",2018,2018-10-30,55.46232,9.74028,"Mytilus edulis",30,"SB",0.158,"Cd","W","",0.003,3100,22,820
13123,"Denmark",2018,2018-11-06,55.48933,12.42067,"Mytilus edulis",80,"SB",0.242,"Cd","W","",0.002,3100,34,820
13124,"Denmark",2018,2018-11-06,55.48967,12.2205,"Mytilus edulis",10,"SB",0.17,"Cd","W","",0.002,3100,24,820
13125,"Denmark",2018,2018-11-12,56.96012,9.57362,"Mytilus edulis",20,"SB",0.074,"Cd","W","",0.003,3100,11,820
13126,"Denmark",2018,2018-10-30,56.5235,8.6745,"Mytilus edulis",30,"SB",0.207,"Cd","W","",0.002,3100,29,820
13127,"Denmark",2018,2018-10-29,55.51833,9.735,"Mytilus edulis",25,"SB",0.163,"Cd","W","",0.003,3100,23,820
13128,"Denmark",2018,2018-11-13,55.53273,9.85367,"Mytilus edulis",10,"SB",0.171,"Cd","W","",0.003,3100,24,820
13129,"Denmark",2018,2018-11-05,55.21148,11.05702,"Mytilus edulis",10,"SB",0.121,"Cd","W","",0.003,3100,17,820
13130,"Denmark",2018,2018-10-24,55.20283,11.691,"Mytilus edulis",10,"SB",0.094,"Cd","W","",0.003,3100,13,820
13131,"Denmark",2018,2018-10-29,56.95233,9.0575,"Mytilus edulis",20,"SB",0.216,"Cd","W","",0.003,3100,30,820
13132,"Denmark",2018,2018-11-06,57.03267,9.45217,"Mytilus edulis",50,"SB",0.146,"Cd","W","",0.004,3100,21,820
13133,"Denmark",2018,2018-10-08,57.17667,10.455,"Mytilus edulis",80,"SB",0.202,"Cd","W","",0.002,3100,28,820
13134,"Denmark",2018,2018-11-19,56.607,9.29667,"Mytilus edulis",27,"SB",0.088,"Cd","W","",0.003,3100,13,820
13135,"Denmark",2018,2018-10-29,56.62083,9.07583,"Mytilus edulis",25,"SB",0.168,"Cd","W","",0.003,3100,24,820
13136,"Denmark",2018,2018-11-07,55.73117,10.873,"Mytilus edulis",40,"SB",0.164,"Cd","W","",0.002,3100,23,820
13137,"Denmark",2018,2018-11-26,55.16033,10.10833,"Mytilus edulis",25,"SB",0.111,"Cd","W","",0.003,3100,16,820
13138,"Denmark",2018,2018-10-09,55.297,10.77033,"Mytilus edulis",40,"SB",0.062,"Cd","W","",0.003,3100,9,820
13139,"Denmark",2018,2018-11-26,55.053,10.3775,"Mytilus edulis",50,"SB",0.162,"Cd","W","",0.003,3100,23,820
13140,"Denmark",2018,2018-10-30,55.70117,10.73933,"Mytilus edulis",80,"SB",0.123,"Cd","W","",0.003,3100,17,820
13141,"Denmark",2018,2018-10-24,55.1495,12.04817,"Mytilus edulis",100,"SB",0.201,"Cd","W","",0.002,3100,28,820
13142,"Denmark",2018,2018-10-29,55.5265,8.33617,"Mytilus edulis",25,"SB",0.32,"Cd","W","",0.003,3100,45,820
13143,"Denmark",2018,2018-10-15,55.44167,8.44567,"Mytilus edulis",30,"SB",0.341,"Cd","W","",0.003,3100,48,820
13144,"Denmark",2018,2018-11-07,55.9825,11.8722,"Mytilus edulis",10,"SB",0.164,"Cd","W","",0.003,3100,23,820
13145,"Denmark",2018,2018-11-12,57.12433,8.62633,"Mytilus edulis",25,"SB",0.126,"Cd","W","",0.003,3100,18,820
13146,"Denmark",2018,2018-10-10,55.17533,8.5925,"Mytilus edulis",60,"SB",0.182,"Cd","W","",0.003,3100,26,820
13147,"Denmark",2018,2018-09-10,56.60268,10.2897,"Mytilus edulis",62,"SB",0.157,"Cd","W","",0.002,3100,22,820
13148,"Denmark",2018,2018-10-09,55.58695,10.62358,"Mytilus edulis",49,"SB",0.22,"Cd","W","",0.002,3100,31,820
13149,"Denmark",2018,2018-10-30,56.6895,8.245,"Mytilus edulis",69,"SB",0.157,"Cd","W","",0.003,3100,22,820
13150,"Denmark",2018,2018-10-02,55.70233,9.701,"Mytilus edulis",25,"SB",0.181,"Cd","W","",0.003,3100,25,820
13151,"Denmark",2018,2018-10-29,55.495,10.5075,"Mytilus edulis",50,"SB",0.199,"Cd","W","",0.002,3100,28,820
13152,"Denmark",2018,2018-11-05,54.88617,10.93517,"Mytilus edulis",9,"SB",0.191,"Cd","W","",0.002,3100,27,820
13153,"Denmark",2018,2018-11-05,55.02667,11.27217,"Mytilus edulis",50,"SB",0.206,"Cd","W","",0.002,3100,29,820
13154,"Denmark",2018,2018-11-05,55.72633,12.63083,"Mytilus edulis",80,"SB",0.126,"Cd","W","",0.002,3100,18,820
13210,"Denmark",2017,2017-10-30,56.54617,10.232,"Mytilus edulis",10,"SB",0.3,"Cd","W","",0.001,3100,225,820
13211,"Denmark",2017,2017-10-30,54.85667,9.64333,"Mytilus edulis",10,"SB",0.18,"Cd","W","",0.001,3100,135,820
13212,"Denmark",2017,2017-10-30,54.89777,9.74212,"Mytilus edulis",10,"SB",0.17,"Cd","W","",0.001,3100,127.5,820
13213,"Denmark",2017,2017-11-06,55.62417,10.29833,"Mytilus edulis",10,"SB",0.16,"Cd","W","",0.001,3100,120,820
13214,"Denmark",2017,2017-11-15,55.42287,10.706,"Mytilus edulis",32,"SB",0.12,"Cd","W","",0.001,3100,90,820
13215,"Denmark",2017,2017-11-27,55.0193,10.6538,"Mytilus edulis",10,"SB",0.16,"Cd","W","",0.001,3100,120,820
13216,"Denmark",2017,2017-10-18,55.04883,9.5125,"Mytilus edulis",10,"SB",0.11,"Cd","W","",0.001,3100,82.5,820
13217,"Denmark",2017,2017-10-30,54.6119,11.58577,"Mytilus edulis",10,"SB",0.1,"Cd","W","",0.001,3100,75,820
13218,"Denmark",2017,2017-11-14,55.373,11.131,"Mytilus edulis",10,"SB",0.16,"Cd","W","",0.001,3100,120,820
13219,"Denmark",2017,2017-11-13,55.72117,11.82183,"Mytilus edulis",10,"SB",0.13,"Cd","W","",0.001,3100,97.5,820
13220,"Denmark",2017,2017-11-07,56.709,10.24067,"Mytilus edulis",10,"SB",0.13,"Cd","W","",0.001,3100,97.5,820
13221,"Denmark",2017,2017-10-18,55.12667,9.635,"Mytilus edulis",25,"SB",0.16,"Cd","W","",0.001,3100,120,820
13222,"Denmark",2017,2017-10-30,54.61602,11.78215,"Mytilus edulis",10,"SB",0.29,"Cd","W","",0.001,3100,217.5,820
13223,"Denmark",2017,2017-11-07,56.6735,9.97733,"Mytilus edulis",10,"SB",0.036,"Cd","W","",0.001,3100,27,820
13224,"Denmark",2017,2017-11-15,55.25717,9.58033,"Mytilus edulis",10,"SB",0.069,"Cd","W","",0.001,3100,51.75,820
13225,"Denmark",2017,2017-11-14,55.3006,10.83733,"Mytilus edulis",10,"SB",0.13,"Cd","W","",0.001,3100,97.5,820
13226,"Denmark",2017,2017-12-05,54.90167,10.47833,"Mytilus edulis",10,"SB",0.12,"Cd","W","",0.001,3100,90,820
13227,"Denmark",2017,2017-10-09,55.30433,8.58483,"Mytilus edulis",10,"SB",0.17,"Cd","W","",0.001,3100,127.5,820
13229,"Denmark",2017,2017-10-10,55.9805,8.1148,"Mytilus edulis",10,"SB",0.15,"Cd","W","",0.001,3100,112.5,820
13230,"Denmark",2017,2017-11-01,56.64267,9.817,"Mytilus edulis",10,"SB",0.042,"Cd","W","",0.001,3100,31.5,820
13231,"Denmark",2017,2017-10-31,54.9454,11.9774,"Mytilus edulis",10,"SB",0.16,"Cd","W","",0.001,3100,120,820
13232,"Denmark",2017,2017-11-01,56.6375,9.84683,"Mytilus edulis",10,"SB",0.047,"Cd","W","",0.001,3100,35.25,820
13233,"Denmark",2017,2017-11-21,55.91117,11.6885,"Mytilus edulis",10,"SB",0.13,"Cd","W","",0.001,3100,97.5,820
13234,"Denmark",2017,2017-11-21,55.872,12.61517,"Mytilus edulis",10,"SB",0.22,"Cd","W","",0.001,3100,165,820
13235,"Denmark",2017,2017-11-21,55.47633,10.74783,"Mytilus edulis",10,"SB",0.15,"Cd","W","",0.001,3100,112.5,820
13236,"Denmark",2017,2017-10-10,55.894,10.626,"Mytilus edulis",10,"SB",0.2,"Cd","W","",0.001,3100,150,820
13237,"Denmark",2017,2017-10-09,56.02183,10.25533,"Mytilus edulis",10,"SB",0.097,"Cd","W","",0.001,3100,72.75,820
13238,"Denmark",2017,2017-10-09,56.02833,10.625,"Mytilus edulis",10,"SB",0.15,"Cd","W","",0.001,3100,112.5,820
13239,"Denmark",2017,2017-10-09,56.22783,10.62033,"Mytilus edulis",10,"SB",0.15,"Cd","W","",0.001,3100,112.5,820
13245,"The Netherlands",2014,2014-10-09,51.4,3.96233333,"Mytilus edulis",378,"SB",1.3,"Cd","W","",3e-04,1,364,233
13246,"The Netherlands",2014,2014-10-09,51.4,3.96233333,"Mytilus edulis",191,"SB",1.3,"Cd","W","",3e-04,1,364,233
13247,"The Netherlands",2014,2014-10-09,51.4,3.96233333,"Mytilus edulis",139,"SB",1.4,"Cd","W","",3e-04,1,392,233
13248,"The Netherlands",2014,2014-10-09,51.4,3.96233333,"Mytilus edulis",598,"SB",1.4,"Cd","W","",3e-04,1,392,233
13253,"United Kingdom",2014,2014-02-12,57.85,-5.65,"Mytilus edulis",20,"SB",0.207,"Cd","W","",0.0048,NA,NA,1414
13254,"United Kingdom",2014,2014-02-12,57.85,-5.65,"Mytilus edulis",20,"SB",0.278,"Cd","W","",0.0048,NA,NA,1414
13255,"United Kingdom",2014,2014-02-12,57.85,-5.65,"Mytilus edulis",20,"SB",0.226,"Cd","W","",0.0048,NA,NA,1414
13256,"United Kingdom",2014,2014-01-24,54.6669,-5.8934,"Mytilus edulis",50,"SB",0.148,"Cd","W","",0.01,NA,NA,1414
13257,"United Kingdom",2014,2014-03-11,54.3869,-5.6182,"Mytilus edulis",50,"SB",0.144,"Cd","W","",0.01,NA,NA,1414
13258,"United Kingdom",2014,2014-01-23,54.6446,-5.8809,"Mytilus edulis",50,"SB",0.141,"Cd","W","",0.01,NA,NA,1414
13259,"United Kingdom",2014,2014-01-27,54.8111,-5.7383,"Mytilus edulis",50,"SB",0.281,"Cd","W","",0.01,NA,NA,1414
13260,"United Kingdom",2014,2014-03-12,52.7303,-4.0195,"Mytilus edulis",35,"SB",0.167,"Cd","W","",0.01,NA,29.073,1414
13261,"United Kingdom",2014,2014-03-12,52.7303,-4.0195,"Mytilus edulis",35,"SB",0.172,"Cd","W","",0.01,NA,29.918,1414
13262,"United Kingdom",2014,2014-03-26,53.3372,-3.2753,"Mytilus edulis",21,"SB",0.777,"Cd","W","",0.01,NA,133.345,1414
13263,"United Kingdom",2014,2014-03-26,53.3372,-3.2753,"Mytilus edulis",21,"SB",0.667,"Cd","W","",0.01,NA,114.496,1414
13264,"United Kingdom",2014,2014-03-26,53.3372,-3.2753,"Mytilus edulis",21,"SB",0.665,"Cd","W","",0.01,NA,114.153,1414
13265,"United Kingdom",2014,2014-03-26,52.5487,-3.9661,"Mytilus edulis",15,"SB",0.166,"Cd","W","",0.01,NA,28.904,1414
13266,"United Kingdom",2014,2014-03-26,52.5487,-3.9661,"Mytilus edulis",14,"SB",0.16,"Cd","W","",0.01,NA,27.891,1414
13267,"United Kingdom",2014,2014-03-26,52.5487,-3.9661,"Mytilus edulis",15,"SB",0.153,"Cd","W","",0.01,NA,26.711,1414
13268,"United Kingdom",2014,2014-03-18,51.4576,-3.1427,"Mytilus edulis",163,"SB",0.77,"Cd","W","",0.01,NA,132.145,1414
13269,"United Kingdom",2014,2014-03-18,51.4576,-3.1427,"Mytilus edulis",260,"SB",0.932,"Cd","W","",0.01,NA,159.911,1414
13270,"United Kingdom",2014,2014-03-18,51.4576,-3.1427,"Mytilus edulis",206,"SB",0.923,"Cd","W","",0.01,NA,158.368,1414
13271,"United Kingdom",2014,2014-01-31,55.0774,-7.1149,"Mytilus edulis",50,"SB",0.079,"Cd","W","",0.01,NA,NA,1414
13272,"United Kingdom",2014,2014-01-21,54.6625,-5.8819,"Mytilus edulis",50,"SB",0.13,"Cd","W","",0.01,NA,NA,1414
13273,"United Kingdom",2014,2014-03-26,54.5235,-5.6553,"Mytilus edulis",50,"SB",0.187,"Cd","W","",0.01,NA,NA,1414
13274,"United Kingdom",2014,2014-02-26,60.269,-1.2,"Mytilus edulis",20,"SB",0.324,"Cd","W","",0.0048,NA,NA,1414
13275,"United Kingdom",2014,2014-02-26,60.269,-1.2,"Mytilus edulis",20,"SB",0.29,"Cd","W","",0.0048,NA,NA,1414
13276,"United Kingdom",2014,2014-02-26,60.269,-1.2,"Mytilus edulis",20,"SB",0.267,"Cd","W","",0.0048,NA,NA,1414
13277,"United Kingdom",2014,2014-03-24,54.4874,-5.5435,"Mytilus edulis",60,"SB",0.208,"Cd","W","",0.01,NA,NA,1414
13278,"United Kingdom",2014,2014-03-24,54.4874,-5.5435,"Mytilus edulis",60,"SB",0.161,"Cd","W","",0.01,NA,NA,1414
13279,"United Kingdom",2014,2014-03-24,54.4874,-5.5435,"Mytilus edulis",60,"SB",0.209,"Cd","W","",0.01,NA,NA,1414
