"X","Country","MYEAR","DATE","Latitude","Longitude","Species","NOINP","MATRX","Value.mgperkg","PARAM","BASIS","QFLAG","DETLI.mgperkg","LMQNT","UNCRT","n_bycountry"
5706,"Denmark",2008,2008-11-05,55.96666667,8.105,"Mytilus edulis",145,"SB",0.1625,"Cd","W","",NA,NA,NA,820
5707,"Denmark",2008,2008-11-13,55.24016667,11.19033333,"Mytilus edulis",60,"SB",0.2482,"Cd","W","",NA,NA,NA,820
5708,"Denmark",2008,2008-11-13,55.24016667,11.19033333,"Mytilus edulis",62,"SB",0.2386,"Cd","W","",NA,NA,NA,820
5709,"Denmark",2008,2008-11-13,54.95333333,9.83333333,"Mytilus edulis",9,"SB",0.2496,"Cd","W","",NA,NA,NA,820
5710,"Denmark",2008,2008-11-05,55.96666667,8.105,"Mytilus edulis",200,"SB",0.1921,"Cd","W","",NA,NA,NA,820
5712,"Denmark",2004,2004-10-11,55.48933333,12.42066667,"Mytilus edulis",73,"SB",0.2255,"Cd","W","",NA,NA,NA,820
5714,"Denmark",2004,2004-10-11,55.59,12.40766667,"Mytilus edulis",90,"SB",0.3028,"Cd","W","",NA,NA,NA,820
5716,"Denmark",2004,2004-10-11,56.13633333,10.22316667,"Mytilus edulis",20,"SB",0.2781,"Cd","W","",NA,NA,NA,820
5718,"Denmark",2004,2004-09-30,55.24016667,11.19033333,"Mytilus edulis",68,"SB",0.2446,"Cd","W","",NA,NA,NA,820
5720,"Denmark",2004,2004-09-30,55.24016667,11.19033333,"Mytilus edulis",52,"SB",0.2589,"Cd","W","",NA,NA,NA,820
5722,"Denmark",2004,2004-10-11,56.18883333,10.352,"Mytilus edulis",39,"SB",0.1934,"Cd","W","",NA,NA,NA,820
5724,"Denmark",2004,2004-10-11,56.18883333,10.352,"Mytilus edulis",40,"SB",0.1811,"Cd","W","",NA,NA,NA,820
5726,"Denmark",2004,2004-10-11,56.18883333,10.352,"Mytilus edulis",30,"SB",0.184,"Cd","W","",NA,NA,NA,820
5728,"Denmark",2004,2004-10-12,56.60583333,10.30166667,"Mytilus edulis",15,"SB",0.1333,"Cd","W","",NA,NA,NA,820
5730,"Denmark",2004,2004-10-26,57.00566667,9.6545,"Mytilus edulis",37,"SB",0.1482,"Cd","W","",NA,NA,NA,820
5732,"Denmark",2004,2004-11-01,55.1755,8.6,"Mytilus edulis",80,"SB",0.281,"Cd","W","",NA,NA,NA,820
5734,"Denmark",2004,2004-10-26,56.988,10.20616667,"Mytilus edulis",33,"SB",0.1356,"Cd","W","",NA,NA,NA,820
5736,"Denmark",2004,2004-10-26,56.988,10.20616667,"Mytilus edulis",36,"SB",0.1418,"Cd","W","",NA,NA,NA,820
5738,"Denmark",2004,2004-11-01,55.08833333,8.57183333,"Mytilus edulis",64,"SB",0.2033,"Cd","W","",NA,NA,NA,820
5740,"Denmark",2004,2004-10-20,55.70766667,12.06666667,"Mytilus edulis",100,"SB",0.1415,"Cd","W","",NA,NA,NA,820
5742,"Denmark",2004,2004-10-20,55.71933333,11.81966667,"Mytilus edulis",55,"SB",0.1339,"Cd","W","",NA,NA,NA,820
5744,"Denmark",2004,2004-10-20,55.92166667,12.02066667,"Mytilus edulis",8,"SB",0.1815,"Cd","W","",NA,NA,NA,820
5746,"Denmark",2004,2004-10-20,55.92166667,12.02066667,"Mytilus edulis",20,"SB",0.0563,"Cd","W","",NA,NA,NA,820
5748,"Denmark",2004,2004-10-25,54.84333333,9.43766667,"Mytilus edulis",50,"SB",0.1212,"Cd","W","",NA,NA,NA,820
5750,"Denmark",2004,2004-11-01,55.215,11.68733333,"Mytilus edulis",80,"SB",0.0963,"Cd","W","",NA,NA,NA,820
5752,"Denmark",2004,2004-11-02,56.95933333,9.0525,"Mytilus edulis",15,"SB",0.1342,"Cd","W","",NA,NA,NA,820
5754,"Denmark",2004,2004-11-02,56.95933333,9.0525,"Mytilus edulis",15,"SB",0.1061,"Cd","W","",NA,NA,NA,820
5756,"Denmark",2004,2004-11-08,55.053,10.37416667,"Mytilus edulis",18,"SB",0.1082,"Cd","W","",NA,NA,NA,820
5758,"Denmark",2004,2004-10-26,57.01883333,9.452,"Mytilus edulis",14,"SB",0.1383,"Cd","W","",NA,NA,NA,820
5760,"Denmark",2004,2004-11-01,55.02,11.30316667,"Mytilus edulis",50,"SB",0.1889,"Cd","W","",NA,NA,NA,820
5762,"Denmark",2004,2004-11-16,55.07483333,9.55666667,"Mytilus edulis",8,"SB",0.1527,"Cd","W","",NA,NA,NA,820
5764,"Denmark",2004,2004-11-08,55.4765,10.50583333,"Mytilus edulis",55,"SB",0.1141,"Cd","W","",NA,NA,NA,820
5766,"Denmark",2004,2004-11-08,55.4765,10.50583333,"Mytilus edulis",45,"SB",0.1296,"Cd","W","",NA,NA,NA,820
5768,"Denmark",2004,2004-11-08,55.4765,10.50583333,"Mytilus edulis",55,"SB",0.1153,"Cd","W","",NA,NA,NA,820
5770,"Denmark",2004,2004-11-01,55.20183333,11.689,"Mytilus edulis",50,"SB",0.0863,"Cd","W","",NA,NA,NA,820
5772,"Denmark",2004,2004-11-15,55.6865,9.55283333,"Mytilus edulis",30,"SB",0.1522,"Cd","W","",NA,NA,NA,820
5774,"Denmark",2004,2004-11-15,55.6865,9.55283333,"Mytilus edulis",30,"SB",0.1441,"Cd","W","",NA,NA,NA,820
5777,"Denmark",2004,2004-11-01,55.202,11.68916667,"Mytilus edulis",70,"SB",0.0793,"Cd","W","",NA,NA,NA,820
5779,"Denmark",2004,2004-11-10,56.691,11.52516667,"Mytilus edulis",97,"SB",0.151,"Cd","W","",NA,NA,NA,820
5781,"Denmark",2004,2004-11-16,55.24016667,9.74166667,"Mytilus edulis",9,"SB",0.1859,"Cd","W","",NA,NA,NA,820
5783,"Denmark",2004,2004-11-10,56.691,11.52516667,"Mytilus edulis",40,"SB",0.1546,"Cd","W","",NA,NA,NA,820
5785,"Denmark",2004,2004-11-10,56.691,11.52516667,"Mytilus edulis",25,"SB",0.1756,"Cd","W","",NA,NA,NA,820
5787,"Denmark",2004,2004-11-15,55.83616667,9.89333333,"Mytilus edulis",45,"SB",0.1056,"Cd","W","",NA,NA,NA,820
5789,"Denmark",2004,2004-11-16,55.007,9.98,"Mytilus edulis",10,"SB",0.1229,"Cd","W","",NA,NA,NA,820
5791,"Denmark",2004,2004-11-24,55.71916667,10.985,"Mytilus edulis",25,"SB",0.1483,"Cd","W","",NA,NA,NA,820
5793,"Denmark",2004,2004-11-25,56.55933333,8.52516667,"Mytilus edulis",33,"SB",0.1055,"Cd","W","",NA,NA,NA,820
5795,"Denmark",2004,2004-11-15,55.83616667,9.89333333,"Mytilus edulis",45,"SB",0.106,"Cd","W","",NA,NA,NA,820
5797,"Denmark",2004,2004-11-24,55.72333333,10.99,"Mytilus edulis",25,"SB",0.15,"Cd","W","",NA,NA,NA,820
5799,"Denmark",2004,2004-11-25,56.65533333,8.7025,"Mytilus edulis",12,"SB",0.1494,"Cd","W","",NA,NA,NA,820
5801,"Denmark",2004,2004-11-25,56.65533333,8.7025,"Mytilus edulis",34,"SB",0.0718,"Cd","W","",NA,NA,NA,820
5803,"Denmark",2004,2004-11-26,55.7225,12.62516667,"Mytilus edulis",20,"SB",0.2681,"Cd","W","",NA,NA,NA,820
5805,"Denmark",2004,2004-11-26,55.7225,12.62516667,"Mytilus edulis",21,"SB",0.2405,"Cd","W","",NA,NA,NA,820
5807,"Denmark",2004,2004-12-02,55.43833333,8.44066667,"Mytilus edulis",34,"SB",0.3125,"Cd","W","",NA,NA,NA,820
5809,"Denmark",2004,2004-11-26,55.80166667,12.58983333,"Mytilus edulis",33,"SB",0.3133,"Cd","W","",NA,NA,NA,820
5811,"Denmark",2004,2004-11-26,55.80166667,12.58983333,"Mytilus edulis",34,"SB",0.3234,"Cd","W","",NA,NA,NA,820
5813,"Denmark",2004,2004-11-29,55.72533333,10.87033333,"Mytilus edulis",21,"SB",0.2131,"Cd","W","",NA,NA,NA,820
5815,"Denmark",2004,2004-11-30,55.3025,8.59166667,"Mytilus edulis",34,"SB",0.1673,"Cd","W","",NA,NA,NA,820
5818,"Denmark",2004,2004-12-02,55.40383333,8.47833333,"Mytilus edulis",33,"SB",0.3241,"Cd","W","",NA,NA,NA,820
5819,"Denmark",2004,2004-11-24,55.71883333,10.98666667,"Mytilus edulis",25,"SB",0.1433,"Cd","W","",NA,NA,NA,820
5820,"Denmark",1998,1998-10-14,56.04166667,10.43933333,"Mytilus edulis",99,"SB",0.1596,"Cd","W","",NA,NA,NA,820
5821,"Denmark",1998,1998-10-14,56.04166667,10.43933333,"Mytilus edulis",99,"SB",0.1546,"Cd","W","",NA,NA,NA,820
5822,"Denmark",1998,1998-10-30,55.82083333,12.59166667,"Mytilus edulis",100,"SB",0.2294,"Cd","W","",NA,NA,NA,820
5823,"Denmark",1998,1998-10-30,55.82083333,12.59166667,"Mytilus edulis",100,"SB",0.2752,"Cd","W","",NA,NA,NA,820
5824,"Denmark",1998,1998-10-14,56.04166667,10.43933333,"Mytilus edulis",99,"SB",0.1596,"Cd","W","",NA,NA,NA,820
5825,"Denmark",1998,1998-10-14,56.18883333,10.352,"Mytilus edulis",99,"SB",0.2355,"Cd","W","",NA,NA,NA,820
5826,"Denmark",1998,1998-10-14,56.18883333,10.352,"Mytilus edulis",99,"SB",0.2207,"Cd","W","",NA,NA,NA,820
5827,"Denmark",1998,1998-10-14,56.18883333,10.352,"Mytilus edulis",99,"SB",0.1839,"Cd","W","",NA,NA,NA,820
5828,"Denmark",1998,1998-10-14,56.54083333,10.222,"Mytilus edulis",99,"SB",0.2487,"Cd","W","",NA,NA,NA,820
5829,"Denmark",1998,1998-10-14,56.56,10.2365,"Mytilus edulis",99,"SB",0.2141,"Cd","W","",NA,NA,NA,820
5830,"Denmark",1998,1998-11-24,55.08833333,8.57183333,"Mytilus edulis",32,"SB",0.098,"Cd","W","",NA,NA,NA,820
5831,"Denmark",1998,1998-11-24,55.08833333,8.57183333,"Mytilus edulis",32,"SB",0.1126,"Cd","W","",NA,NA,NA,820
5832,"Denmark",1998,1998-10-30,55.82083333,12.59166667,"Mytilus edulis",90,"SB",0.2472,"Cd","W","",NA,NA,NA,820
5833,"Denmark",1998,1998-11-04,55.70766667,12.06666667,"Mytilus edulis",111,"SB",0.1064,"Cd","W","",NA,NA,NA,820
5834,"Denmark",1998,1998-11-04,55.70766667,12.06666667,"Mytilus edulis",100,"SB",0.1669,"Cd","W","",NA,NA,NA,820
5835,"Denmark",1998,1998-11-04,55.70766667,12.06666667,"Mytilus edulis",100,"SB",0.1712,"Cd","W","",NA,NA,NA,820
5836,"Denmark",1998,1998-11-04,55.92166667,12.02066667,"Mytilus edulis",20,"SB",0.0842,"Cd","W","",NA,NA,NA,820
5837,"Denmark",1998,1998-03-12,55.47633333,10.50483333,"Mytilus edulis",25,"SB",0.1649,"Cd","W","",NA,NA,NA,820
5838,"Denmark",1998,1998-11-04,55.92166667,12.02066667,"Mytilus edulis",20,"SB",0.1318,"Cd","W","",NA,NA,NA,820
5839,"Denmark",1998,1998-11-04,55.92166667,12.02066667,"Mytilus edulis",20,"SB",0.1211,"Cd","W","",NA,NA,NA,820
5840,"Denmark",1998,1998-12-17,55.845,9.943,"Mytilus edulis",31,"SB",0.1043,"Cd","W","",NA,NA,NA,820
5841,"Denmark",1998,1998-12-17,55.845,9.943,"Mytilus edulis",50,"SB",0.1246,"Cd","W","",NA,NA,NA,820
5842,"Denmark",1998,1998-12-17,55.845,9.943,"Mytilus edulis",50,"SB",0.1233,"Cd","W","",NA,NA,NA,820
5843,"Denmark",1998,1998-12-17,55.855,9.905,"Mytilus edulis",18,"SB",0.1758,"Cd","W","",NA,NA,NA,820
5844,"Denmark",1998,1998-10-30,55.56966667,12.703,"Mytilus edulis",100,"SB",0.2747,"Cd","W","",NA,NA,NA,820
5845,"Denmark",1998,1998-10-30,55.56966667,12.703,"Mytilus edulis",89,"SB",0.2546,"Cd","W","",NA,NA,NA,820
5846,"Denmark",1998,1998-10-30,55.56966667,12.703,"Mytilus edulis",100,"SB",0.2474,"Cd","W","",NA,NA,NA,820
5847,"Denmark",1998,1998-10-14,56.58333333,10.27433333,"Mytilus edulis",99,"SB",0.1976,"Cd","W","",NA,NA,NA,820
5848,"Denmark",1998,1998-11-16,55.00616667,9.98,"Mytilus edulis",40,"SB",0.0867,"Cd","W","",NA,NA,NA,820
5849,"Denmark",1998,1998-11-16,55.00616667,9.98,"Mytilus edulis",40,"SB",0.0789,"Cd","W","",NA,NA,NA,820
5850,"Denmark",1998,1998-11-16,55.00616667,9.98,"Mytilus edulis",40,"SB",0.0801,"Cd","W","",NA,NA,NA,820
5851,"Denmark",1998,1998-11-19,55.908,12.54166667,"Mytilus edulis",40,"SB",0.1678,"Cd","W","",NA,NA,NA,820
5852,"Denmark",1998,1998-11-19,55.908,12.54166667,"Mytilus edulis",60,"SB",0.1947,"Cd","W","",NA,NA,NA,820
5853,"Denmark",1998,1998-11-19,55.908,12.54166667,"Mytilus edulis",40,"SB",0.1679,"Cd","W","",NA,NA,NA,820
5854,"Denmark",1998,1998-03-12,55.47333333,10.45166667,"Mytilus edulis",20,"SB",0.1327,"Cd","W","",NA,NA,NA,820
5855,"Denmark",1998,1998-03-12,55.48533333,10.615,"Mytilus edulis",20,"SB",0.107,"Cd","W","",NA,NA,NA,820
5856,"Denmark",1998,1998-10-30,55.7225,12.62516667,"Mytilus edulis",100,"SB",0.1627,"Cd","W","",NA,NA,NA,820
5857,"Denmark",1998,1998-10-30,55.7225,12.62516667,"Mytilus edulis",100,"SB",0.2046,"Cd","W","",NA,NA,NA,820
5858,"Denmark",1998,1998-10-14,56.60333333,10.305,"Mytilus edulis",99,"SB",0.3292,"Cd","W","",NA,NA,NA,820
5859,"Denmark",1998,1998-10-14,56.60333333,10.305,"Mytilus edulis",99,"SB",0.2118,"Cd","W","",NA,NA,NA,820
5860,"Denmark",1998,1998-10-14,56.56666667,10.25416667,"Mytilus edulis",99,"SB",0.1945,"Cd","W","",NA,NA,NA,820
5861,"Denmark",1998,1998-10-30,55.7225,12.62516667,"Mytilus edulis",100,"SB",0.2202,"Cd","W","",NA,NA,NA,820
5862,"Denmark",1998,1998-11-16,55.073,9.69066667,"Mytilus edulis",50,"SB",0.108,"Cd","W","",NA,NA,NA,820
5863,"Denmark",1998,1998-11-16,55.073,9.69066667,"Mytilus edulis",50,"SB",0.082,"Cd","W","",NA,NA,NA,820
5864,"Denmark",1998,1998-11-16,55.073,9.69066667,"Mytilus edulis",50,"SB",0.0832,"Cd","W","",NA,NA,NA,820
5865,"Denmark",1998,1998-11-24,55.08833333,8.57183333,"Mytilus edulis",31,"SB",0.0858,"Cd","W","",NA,NA,NA,820
5866,"Denmark",1998,1998-11-24,55.1755,8.6,"Mytilus edulis",32,"SB",0.1207,"Cd","W","",NA,NA,NA,820
5867,"Denmark",1998,1998-11-24,55.1755,8.6,"Mytilus edulis",24,"SB",0.1085,"Cd","W","",NA,NA,NA,820
5868,"Denmark",1998,1998-11-24,55.1755,8.6,"Mytilus edulis",30,"SB",0.0964,"Cd","W","",NA,NA,NA,820
5869,"Denmark",1998,1998-11-24,55.24016667,11.19033333,"Mytilus edulis",40,"SB",0.155,"Cd","W","",NA,NA,NA,820
5870,"Denmark",1998,1998-11-24,55.24016667,11.19033333,"Mytilus edulis",100,"SB",0.1752,"Cd","W","",NA,NA,NA,820
5871,"Denmark",1998,1998-12-17,55.83933333,9.88833333,"Mytilus edulis",31,"SB",0.1089,"Cd","W","",NA,NA,NA,820
5872,"Denmark",1998,1998-12-17,55.83933333,9.88833333,"Mytilus edulis",20,"SB",0.0938,"Cd","W","",NA,NA,NA,820
5873,"Denmark",1998,1998-12-17,55.83933333,9.88833333,"Mytilus edulis",20,"SB",0.0917,"Cd","W","",NA,NA,NA,820
5874,"Denmark",2006,2006-10-04,55.7225,12.62516667,"Mytilus edulis",30,"SB",0.2511,"Cd","W","",NA,NA,NA,820
5875,"Denmark",2006,2006-10-04,55.7225,12.62516667,"Mytilus edulis",33,"SB",0.2667,"Cd","W","",NA,NA,NA,820
5876,"Denmark",2006,2006-10-04,55.80166667,12.58983333,"Mytilus edulis",30,"SB",0.2137,"Cd","W","",NA,NA,NA,820
5877,"Denmark",2006,2006-10-04,55.80166667,12.58983333,"Mytilus edulis",23,"SB",0.2434,"Cd","W","",NA,NA,NA,820
5878,"Denmark",2006,2006-10-05,56.988,10.20616667,"Mytilus edulis",30,"SB",0.0667,"Cd","W","",NA,NA,NA,820
5879,"Denmark",1998,1998-12-02,56.15316667,10.31866667,"Mytilus edulis",99,"SB",0.1941,"Cd","W","",NA,NA,NA,820
5880,"Denmark",1998,1998-12-02,56.15316667,10.31866667,"Mytilus edulis",99,"SB",0.1795,"Cd","W","",NA,NA,NA,820
5881,"Denmark",1998,1998-12-02,56.15316667,10.31866667,"Mytilus edulis",99,"SB",0.1906,"Cd","W","",NA,NA,NA,820
5882,"Denmark",1998,1998-12-17,55.84216667,9.95883333,"Mytilus edulis",20,"SB",0.1038,"Cd","W","",NA,NA,NA,820
5883,"Denmark",2006,2006-10-03,57.00566667,9.6545,"Mytilus edulis",27,"SB",0.0577,"Cd","W","",NA,NA,NA,820
5884,"Denmark",2006,2006-10-10,55.908,12.54166667,"Mytilus edulis",31,"SB",0.2979,"Cd","W","",NA,NA,NA,820
5885,"Denmark",2006,2006-10-10,55.72533333,10.87033333,"Mytilus edulis",23,"SB",0.2531,"Cd","W","",NA,NA,NA,820
5886,"Denmark",2006,2006-10-10,55.908,12.54166667,"Mytilus edulis",26,"SB",0.2482,"Cd","W","",NA,NA,NA,820
5887,"Denmark",2006,2006-10-11,54.84333333,9.43766667,"Mytilus edulis",17,"SB",0.1391,"Cd","W","",NA,NA,NA,820
5888,"Denmark",2006,2006-10-10,55.908,12.54166667,"Mytilus edulis",28,"SB",0.2581,"Cd","W","",NA,NA,NA,820
5889,"Denmark",2006,2006-10-11,54.84333333,9.43766667,"Mytilus edulis",15,"SB",0.1251,"Cd","W","",NA,NA,NA,820
5890,"Denmark",2006,2006-10-11,55.007,9.98,"Mytilus edulis",10,"SB",0.2541,"Cd","W","",NA,NA,NA,820
5891,"Denmark",2006,2006-10-11,55.007,9.98,"Mytilus edulis",8,"SB",0.2487,"Cd","W","",NA,NA,NA,820
5892,"Denmark",2006,2006-10-11,55.08833333,8.57183333,"Mytilus edulis",100,"SB",0.1449,"Cd","W","",NA,NA,NA,820
5893,"Denmark",2006,2006-11-13,55.83983333,9.887,"Mytilus edulis",36,"SB",0.0942,"Cd","W","",NA,NA,NA,820
5894,"Denmark",2006,2006-11-13,55.83983333,9.887,"Mytilus edulis",35,"SB",0.0948,"Cd","W","",NA,NA,NA,820
5895,"Denmark",2006,2006-10-10,55.71883333,10.98666667,"Mytilus edulis",28,"SB",0.2481,"Cd","W","",NA,NA,NA,820
5896,"Denmark",2006,2006-10-10,55.72333333,10.99,"Mytilus edulis",28,"SB",0.2276,"Cd","W","",NA,NA,NA,820
5897,"Denmark",2006,2006-10-24,56.541,10.22583333,"Mytilus edulis",23,"SB",0.2126,"Cd","W","",NA,NA,NA,820
5898,"Denmark",2006,2006-10-31,55.4765,10.50583333,"Mytilus edulis",22,"SB",0.1883,"Cd","W","",NA,NA,NA,820
5899,"Denmark",2006,2006-10-31,55.4765,10.50583333,"Mytilus edulis",20,"SB",0.156,"Cd","W","",NA,NA,NA,820
5900,"Denmark",2006,2006-11-10,56.18883333,10.352,"Mytilus edulis",38,"SB",0.3952,"Cd","W","",NA,NA,NA,820
5901,"Denmark",2006,2006-11-10,56.18883333,10.352,"Mytilus edulis",37,"SB",0.3647,"Cd","W","",NA,NA,NA,820
5902,"Denmark",2006,2006-11-10,56.18883333,10.352,"Mytilus edulis",36,"SB",0.32,"Cd","W","",NA,NA,NA,820
5903,"Denmark",2006,2006-10-05,56.988,10.20616667,"Mytilus edulis",25,"SB",0.17,"Cd","W","",NA,NA,NA,820
5904,"Denmark",2006,2006-10-05,56.988,10.20616667,"Mytilus edulis",25,"SB",0.1193,"Cd","W","",NA,NA,NA,820
5905,"Denmark",2006,2006-10-09,55.24016667,11.19033333,"Mytilus edulis",30,"SB",0.2557,"Cd","W","",NA,NA,NA,820
5906,"Denmark",2006,2006-10-09,55.24016667,11.19033333,"Mytilus edulis",25,"SB",0.2344,"Cd","W","",NA,NA,NA,820
5907,"Denmark",2006,2006-10-09,55.24016667,11.19033333,"Mytilus edulis",30,"SB",0.2534,"Cd","W","",NA,NA,NA,820
5908,"Denmark",2006,2006-11-06,55.59,12.40766667,"Mytilus edulis",24,"SB",0.306,"Cd","W","",NA,NA,NA,820
5909,"Denmark",2006,2006-11-02,55.71933333,11.81966667,"Mytilus edulis",50,"SB",0.0639,"Cd","W","",NA,NA,NA,820
5910,"Denmark",2006,2006-11-06,55.48933333,12.42066667,"Mytilus edulis",123,"SB",0.3404,"Cd","W","",NA,NA,NA,820
5911,"Denmark",2006,2006-11-10,56.13633333,10.22316667,"Mytilus edulis",22,"SB",0.236,"Cd","W","",NA,NA,NA,820
5912,"Denmark",2006,2006-10-10,55.71916667,10.985,"Mytilus edulis",32,"SB",0.2445,"Cd","W","",NA,NA,NA,820
5913,"Denmark",2006,2006-10-11,55.1755,8.6,"Mytilus edulis",34,"SB",0.1841,"Cd","W","",NA,NA,NA,820
5914,"Denmark",2006,2006-10-24,56.60583333,10.30166667,"Mytilus edulis",36,"SB",0.0305,"Cd","W","",NA,NA,NA,820
5915,"Denmark",2006,2006-11-13,55.70766667,12.06666667,"Mytilus edulis",77,"SB",0.1391,"Cd","W","",NA,NA,NA,820
5916,"Denmark",2006,2006-11-13,55.83833333,9.96666667,"Mytilus edulis",26,"SB",0.1298,"Cd","W","",NA,NA,NA,820
5917,"Denmark",2006,2006-11-16,56.93966667,9.103,"Mytilus edulis",25,"SB",0.0744,"Cd","W","",NA,NA,NA,820
5918,"Denmark",2006,2006-11-16,56.93966667,9.103,"Mytilus edulis",25,"SB",0.0844,"Cd","W","",NA,NA,NA,820
5919,"Denmark",2006,2006-11-22,55.20166667,11.68833333,"Mytilus edulis",52,"SB",0.078,"Cd","W","",NA,NA,NA,820
5920,"Denmark",2006,2006-11-29,55.43833333,8.44066667,"Mytilus edulis",36,"SB",0.2509,"Cd","W","",NA,NA,NA,820
5921,"Denmark",2006,2006-11-30,55.52633333,8.33616667,"Mytilus edulis",22,"SB",0.3118,"Cd","W","",NA,NA,NA,820
5922,"Denmark",2006,2006-11-13,55.855,12.05283333,"Mytilus edulis",80,"SB",0.1367,"Cd","W","",NA,NA,NA,820
5923,"Denmark",2006,2006-11-13,55.855,12.05283333,"Mytilus edulis",50,"SB",0.1373,"Cd","W","",NA,NA,NA,820
5924,"Denmark",2006,2006-11-16,55.05,10.37166667,"Mytilus edulis",19,"SB",0.259,"Cd","W","",NA,NA,NA,820
5925,"Denmark",2006,2006-11-16,55.05,10.37166667,"Mytilus edulis",33,"SB",0.3125,"Cd","W","",NA,NA,NA,820
5926,"Denmark",2006,2006-11-16,56.92583333,9.10266667,"Mytilus edulis",65,"SB",0.0307,"Cd","W","",NA,NA,NA,820
5927,"Denmark",2006,2006-11-16,56.92583333,9.10266667,"Mytilus edulis",67,"SB",0.0263,"Cd","W","",NA,NA,NA,820
5928,"Denmark",2006,2006-11-22,55.01833333,11.303,"Mytilus edulis",29,"SB",0.3068,"Cd","W","",NA,NA,NA,820
5929,"Denmark",2006,2006-11-22,55.21,11.68666667,"Mytilus edulis",71,"SB",0.0517,"Cd","W","",NA,NA,NA,820
5930,"Denmark",2006,2006-11-22,55.21,11.68666667,"Mytilus edulis",69,"SB",0.0633,"Cd","W","",NA,NA,NA,820
5931,"Denmark",2006,2006-12-18,55.955,12.01666667,"Mytilus edulis",123,"SB",0.5619,"Cd","W","",NA,NA,NA,820
6004,"The Netherlands",2005,2005-10-17,53.336,6.94466667,"Mytilus edulis",531,"SB",0.17,"Cd","W","",0.005,NA,NA,233
6007,"The Netherlands",2005,2005-10-17,53.336,6.94466667,"Mytilus edulis",308,"SB",0.18,"Cd","W","",0.005,NA,NA,233
6008,"The Netherlands",2005,2005-10-17,53.336,6.94466667,"Mytilus edulis",151,"SB",0.18,"Cd","W","",0.005,NA,NA,233
6010,"The Netherlands",2005,2005-10-17,53.336,6.94466667,"Mytilus edulis",108,"SB",0.2,"Cd","W","",0.005,NA,NA,233
6012,"The Netherlands",2005,2005-10-10,51.426,3.92083333,"Mytilus edulis",379,"SB",0.83,"Cd","W","",0.005,NA,NA,233
6014,"The Netherlands",2005,2005-10-10,51.426,3.92083333,"Mytilus edulis",260,"SB",0.95,"Cd","W","",0.005,NA,NA,233
6016,"The Netherlands",2005,2005-10-10,51.426,3.92083333,"Mytilus edulis",118,"SB",1,"Cd","W","",0.005,NA,NA,233
6017,"The Netherlands",2005,2005-10-10,51.426,3.92083333,"Mytilus edulis",91,"SB",1.2,"Cd","W","",0.005,NA,NA,233
6020,"Germany",2003,2003-03-18,54.8285,9.69666667,"Mytilus edulis",61,"SB",0.144837,"Cd","W","",NA,NA,NA,224
6021,"Germany",2003,2003-08-25,54.675,8.61666667,"Mytilus edulis",37,"SB",0.073075,"Cd","W","",NA,NA,NA,224
6022,"Germany",2003,2003-08-19,54.18333333,7.91666667,"Mytilus edulis",38,"SB",0.119439,"Cd","W","",NA,NA,NA,224
6023,"Germany",2003,2003-08-26,54.758,8.44666667,"Mytilus edulis",50,"SB",0.07125,"Cd","W","",NA,NA,NA,224
6026,"Germany",2003,2003-10-28,54.8285,9.69666667,"Mytilus edulis",79,"SB",0.221001,"Cd","W","",NA,NA,NA,224
6028,"The Netherlands",2004,2004-09-29,51.426,3.92083333,"Mytilus edulis",241,"SB",0.88,"Cd","W","",0.005,NA,NA,233
6029,"The Netherlands",2004,2004-09-29,51.426,3.92083333,"Mytilus edulis",239,"SB",0.75,"Cd","W","",0.005,NA,NA,233
6030,"The Netherlands",2004,2004-10-21,53.336,6.94466667,"Mytilus edulis",156,"SB",0.19,"Cd","W","",0.005,NA,NA,233
6031,"The Netherlands",2004,2004-10-21,53.336,6.94466667,"Mytilus edulis",304,"SB",0.18,"Cd","W","",0.005,NA,NA,233
6032,"The Netherlands",2004,2004-10-21,53.336,6.94466667,"Mytilus edulis",171,"SB",0.18,"Cd","W","",0.005,NA,NA,233
6033,"The Netherlands",2004,2004-10-21,53.336,6.94466667,"Mytilus edulis",550,"SB",0.22,"Cd","W","",0.005,NA,NA,233
6034,"The Netherlands",2004,2004-09-29,51.426,3.92083333,"Mytilus edulis",210,"SB",1,"Cd","W","",0.005,NA,NA,233
6035,"The Netherlands",2004,2004-09-29,51.426,3.92083333,"Mytilus edulis",134,"SB",1.1,"Cd","W","",0.005,NA,NA,233
6037,"Denmark",2007,2007-10-08,56.988,10.20616667,"Mytilus edulis",39,"SB",0.1132,"Cd","W","",NA,NA,NA,820
6039,"Denmark",2007,2007-10-08,56.988,10.20616667,"Mytilus edulis",33,"SB",0.1257,"Cd","W","",NA,NA,NA,820
6041,"Denmark",2007,2007-10-22,55.215,11.68833333,"Mytilus edulis",32,"SB",0.08,"Cd","W","",NA,NA,NA,820
6043,"Denmark",2007,2007-10-22,55.14166667,12.05833333,"Mytilus edulis",170,"SB",0.1614,"Cd","W","",NA,NA,NA,820
6046,"Denmark",2007,2007-10-09,56.6355,9.08633333,"Mytilus edulis",40,"SB",0.1107,"Cd","W","",NA,NA,NA,820
6048,"Denmark",2007,2007-10-09,57.00566667,9.6545,"Mytilus edulis",49,"SB",0.133,"Cd","W","",NA,NA,NA,820
6050,"Denmark",2007,2007-10-10,56.65383333,8.70366667,"Mytilus edulis",16,"SB",0.1271,"Cd","W","",NA,NA,NA,820
